ID,geneName,bioType,chromosome,start,stop,strand,baseMean,log2FoldChange,lfcSE,pvalue,padj,fullDescription
ENSG00000179242,CDH4,protein_coding,20,61252261,61940617,+,169.422057294376,12.7886527777061,2.94847473659091,1.90008923780869e-22,1.82373194872961e-21,gene_id "ENSG00000179242"; gene_version "16"; gene_name "CDH4"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000143469,SYT14,protein_coding,1,209900923,210171389,+,305.432513687385,12.6442047294833,2.89329222362809,2.70155872364415e-22,2.57838504018786e-21,gene_id "ENSG00000143469"; gene_version "19"; gene_name "SYT14"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000153707,PTPRD,protein_coding,9,8314246,10612723,-,212.81258429734,12.6409401861958,2.91115696481981,3.31337875972379e-22,3.15469305677917e-21,gene_id "ENSG00000153707"; gene_version "17"; gene_name "PTPRD"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000103449,SALL1,protein_coding,16,51135975,51151367,-,227.320573486719,12.5813875798924,2.90224622145374,4.99255244224433e-22,4.72310994306776e-21,gene_id "ENSG00000103449"; gene_version "11"; gene_name "SALL1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000104723,TUSC3,protein_coding,8,15417215,15766649,+,216.271413417648,12.4569317355506,2.89646117442901,1.96523293311169e-21,1.80377049050348e-20,gene_id "ENSG00000104723"; gene_version "21"; gene_name "TUSC3"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000152192,POU4F1,protein_coding,13,78598362,78603552,-,206.725577524879,12.4212040307131,2.89196985159403,1.55855484012853e-21,1.44053956131444e-20,gene_id "ENSG00000152192"; gene_version "8"; gene_name "POU4F1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000091879,ANGPT2,protein_coding,8,6499651,6563409,-,324.4375520207,12.379738284413,2.75152705980763,5.83617155156261e-22,5.50582659858435e-21,gene_id "ENSG00000091879"; gene_version "13"; gene_name "ANGPT2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000163286,ALPG,protein_coding,2,232406844,232410714,+,324.128907077484,-12.370927153168,3.1989755253925,7.79284800475979e-16,5.32170964955048e-15,gene_id "ENSG00000163286"; gene_version "9"; gene_name "ALPG"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000198521,ZNF43,protein_coding,19,21804949,21852125,-,332.71874854127,-12.3670043845474,3.19830844138448,8.26085479890515e-16,5.63577239480827e-15,gene_id "ENSG00000198521"; gene_version "11"; gene_name "ZNF43"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000080007,DDX43,protein_coding,6,73394828,73417566,+,292.96587115259,-12.2496367892548,3.18524093358373,1.45879698537279e-15,9.77076760860956e-15,gene_id "ENSG00000080007"; gene_version "8"; gene_name "DDX43"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000148803,FUOM,protein_coding,10,133355158,133358025,-,285.338487912708,-12.2284741058635,3.1832277179413,1.65678272457937e-15,1.10469260272277e-14,gene_id "ENSG00000148803"; gene_version "12"; gene_name "FUOM"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000143546,S100A8,protein_coding,1,153390032,153391073,-,270.286360109524,-12.2270477525535,3.18942056241751,2.59062688461203e-15,1.70529830203562e-14,gene_id "ENSG00000143546"; gene_version "10"; gene_name "S100A8"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000140945,CDH13,protein_coding,16,82626965,83800640,+,165.181803357499,12.2193371878506,2.88981287572896,1.79775114209254e-20,1.57043329049756e-19,gene_id "ENSG00000140945"; gene_version "17"; gene_name "CDH13"; gene_source "havana"; gene_biotype "protein_coding";
ENSG00000134184,GSTM1,protein_coding,1,109687814,109709039,+,176.183354041365,12.161588599209,2.92925675676487,7.01025765922233e-18,5.38588535483564e-17,gene_id "ENSG00000134184"; gene_version "13"; gene_name "GSTM1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000164161,HHIP,protein_coding,4,144646156,144745271,+,149.266356167856,12.1074686427049,2.88133139668348,2.04549317502772e-20,1.77768272745081e-19,gene_id "ENSG00000164161"; gene_version "10"; gene_name "HHIP"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000258498,DIO3OS,lncRNA,14,101552221,101560431,-,274.16558216378,-12.1013280165304,3.16903385349921,3.04411781949463e-15,1.99440172168381e-14,gene_id "ENSG00000258498"; gene_version "8"; gene_name "DIO3OS"; gene_source "ensembl_havana"; gene_biotype "lncRNA";
ENSG00000184012,TMPRSS2,protein_coding,21,41464305,41531116,-,272.576220317758,-12.0753255658196,3.16568488162865,3.36986437369037e-15,2.20295130514924e-14,gene_id "ENSG00000184012"; gene_version "12"; gene_name "TMPRSS2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000174080,CTSF,protein_coding,11,66563464,66568841,-,273.821335205308,-12.0445449197158,3.16366064346477,4.32242898091243e-15,2.80940115484516e-14,gene_id "ENSG00000174080"; gene_version "11"; gene_name "CTSF"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000169083,AR,protein_coding,X,67544021,67730619,+,146.832855881797,11.9489003002756,2.76559090858585,2.85689698235867e-20,2.4701795745753e-19,gene_id "ENSG00000169083"; gene_version "17"; gene_name "AR"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000139679,LPAR6,protein_coding,13,48389567,48444704,-,238.569707291117,-11.9358663532784,3.15415847097396,8.15241337254654e-15,5.22005367053689e-14,gene_id "ENSG00000139679"; gene_version "15"; gene_name "LPAR6"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000189190,ZNF600,protein_coding,19,52749942,52786807,-,241.732847751819,-11.9073649309491,3.14805513980107,8.12675868898027e-15,5.20503202340116e-14,gene_id "ENSG00000189190"; gene_version "10"; gene_name "ZNF600"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000182013,PNMA8A,protein_coding,19,46466491,46471563,-,153.967875583784,11.9053488430755,2.85769036635067,8.33639540497248e-20,7.03860056318022e-19,gene_id "ENSG00000182013"; gene_version "18"; gene_name "PNMA8A"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000242193,CRYZL2P,transcribed_unitary_pseudogene,1,178006136,178037950,-,237.247554118235,-11.8891298224982,3.14523971405693,8.42632425668451e-15,5.38816749516814e-14,gene_id "ENSG00000242193"; gene_version "11"; gene_name "CRYZL2P"; gene_source "havana"; gene_biotype "transcribed_unitary_pseudogene";
ENSG00000128714,HOXD13,protein_coding,2,176092721,176095944,+,131.538518688687,11.8626531900051,2.86415180520201,1.24800613248399e-19,1.04553025235333e-18,gene_id "ENSG00000128714"; gene_version "6"; gene_name "HOXD13"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000232677,LINC00665,lncRNA,19,36313067,36331770,-,238.14594970366,-11.8506162131684,3.14088600915171,1.00896976950077e-14,6.41375932008841e-14,gene_id "ENSG00000232677"; gene_version "8"; gene_name "LINC00665"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000101825,MXRA5,protein_coding,X,3308565,3346652,-,236.983024573839,-11.8045988126375,3.13716966708362,1.28255200569317e-14,8.10938041029723e-14,gene_id "ENSG00000101825"; gene_version "8"; gene_name "MXRA5"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000019582,CD74,protein_coding,5,150400041,150412929,-,207.347963325658,-11.7997642587282,3.14297257023542,2.09622482008309e-14,1.30181105152948e-13,gene_id "ENSG00000019582"; gene_version "15"; gene_name "CD74"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000081237,PTPRC,protein_coding,1,198638457,198757476,+,189.761565138183,-11.7787437943155,3.14341188480902,2.72889840213612e-14,1.68413435866412e-13,gene_id "ENSG00000081237"; gene_version "20"; gene_name "PTPRC"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000163563,MNDA,protein_coding,1,158831351,158849506,+,192.380730676549,-11.7466420431429,3.14015306470917,3.2417928234878e-14,1.99443840193671e-13,gene_id "ENSG00000163563"; gene_version "8"; gene_name "MNDA"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000112319,EYA4,protein_coding,6,133240598,133532128,+,128.960004556314,11.6684152121593,2.84673632700373,4.58124306628975e-19,3.75054683476679e-18,gene_id "ENSG00000112319"; gene_version "19"; gene_name "EYA4"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000168447,SCNN1B,protein_coding,16,23278231,23381294,+,222.215238148112,-11.6565333994061,3.11044478471692,2.51875920831524e-14,1.55769001678259e-13,gene_id "ENSG00000168447"; gene_version "11"; gene_name "SCNN1B"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000203326,ZNF525,protein_coding,19,53365693,53392217,+,186.865729957575,-11.6565000579795,3.21140686907699,4.19499986032653e-14,2.56160689205366e-13,gene_id "ENSG00000203326"; gene_version "12"; gene_name "ZNF525"; gene_source "havana"; gene_biotype "protein_coding";
ENSG00000166828,SCNN1G,protein_coding,16,23182745,23216883,+,196.089437047043,-11.6317813196077,3.11325822856302,2.95238344493205e-14,1.81969018096292e-13,gene_id "ENSG00000166828"; gene_version "3"; gene_name "SCNN1G"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000121440,PDZRN3,protein_coding,3,73382431,73624941,-,145.186302106032,11.5886358486004,2.8339452717698,7.13157311304376e-19,5.79244929870064e-18,gene_id "ENSG00000121440"; gene_version "15"; gene_name "PDZRN3"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000183196,CHST6,protein_coding,16,75472052,75495445,-,145.423091084189,11.5806809805636,2.74668194379707,5.17863660850536e-19,4.22939822465295e-18,gene_id "ENSG00000183196"; gene_version "10"; gene_name "CHST6"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000162493,PDPN,protein_coding,1,13583465,13617957,+,151.524092856379,11.5578071237057,2.83491736423108,1.65747052953328e-18,1.32179652148422e-17,gene_id "ENSG00000162493"; gene_version "16"; gene_name "PDPN"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000198453,ZNF568,protein_coding,19,36916329,36998700,+,189.333013861077,-11.520006402169,3.10482218604906,5.08974416923055e-14,3.09363050901181e-13,gene_id "ENSG00000198453"; gene_version "13"; gene_name "ZNF568"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000168621,GDNF,protein_coding,5,37812677,37840041,-,131.096394828265,11.5147924622582,2.83174848109126,1.27804690172245e-18,1.02334363160538e-17,gene_id "ENSG00000168621"; gene_version "15"; gene_name "GDNF"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000284837,AC007846.1,lncRNA,17,5772234,5930696,+,144.912057594123,11.4690764048725,2.82475069316318,2.00404857837301e-18,1.58963278037701e-17,gene_id "ENSG00000284837"; gene_version "1"; gene_name "AC007846.1"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000231205,ZNF826P,transcribed_unprocessed_pseudogene,19,20340269,20424969,-,189.164024731566,-11.4388898631549,3.09501766795318,7.27332257654805e-14,4.38265730558918e-13,gene_id "ENSG00000231205"; gene_version "11"; gene_name "ZNF826P"; gene_source "havana"; gene_biotype "transcribed_unprocessed_pseudogene";
ENSG00000148346,LCN2,protein_coding,9,128149071,128153453,+,176.81806625219,-11.4258451785633,3.09546435629385,8.31876532980398e-14,4.99610426252117e-13,gene_id "ENSG00000148346"; gene_version "12"; gene_name "LCN2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000078053,AMPH,protein_coding,7,38383704,38631420,-,108.298388043058,11.3735406250581,2.83069907983017,4.81443192128484e-18,3.73271925064114e-17,gene_id "ENSG00000078053"; gene_version "17"; gene_name "AMPH"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000164616,FBXL21P,transcribed_unitary_pseudogene,5,135930317,135951591,+,194.828484296308,11.3426490343671,2.79978228596832,3.11069362836511e-18,2.43808066040764e-17,gene_id "ENSG00000164616"; gene_version "16"; gene_name "FBXL21P"; gene_source "havana"; gene_biotype "transcribed_unitary_pseudogene";
ENSG00000167676,PLIN4,protein_coding,19,4502180,4518465,-,179.029647019877,-11.3350458938731,3.08645773530563,1.37589451912912e-13,8.14987270484148e-13,gene_id "ENSG00000167676"; gene_version "4"; gene_name "PLIN4"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000102287,GABRE,protein_coding,X,151953124,151974680,-,152.145916491704,11.3165499346157,2.81055988219342,5.97274720997067e-18,4.6066876611016e-17,gene_id "ENSG00000102287"; gene_version "19"; gene_name "GABRE"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000166923,GREM1,protein_coding,15,32718004,32745106,+,1379.46275281454,11.2998754413012,1.0115665075762,3.47537366873243e-27,4.09262350056241e-26,gene_id "ENSG00000166923"; gene_version "12"; gene_name "GREM1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000269001,AC092070.2,transcribed_unprocessed_pseudogene,19,53197111,53214522,+,169.441509349362,-11.2956848682712,3.0801979392216,1.48595444559439e-13,8.76676158859757e-13,gene_id "ENSG00000269001"; gene_version "2"; gene_name "AC092070.2"; gene_source "havana"; gene_biotype "transcribed_unprocessed_pseudogene";
ENSG00000039068,CDH1,protein_coding,16,68737292,68835541,+,173.312952804793,-11.2954054756716,3.07995144991231,1.46512248197171e-13,8.65246760580752e-13,gene_id "ENSG00000039068"; gene_version "19"; gene_name "CDH1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000198538,ZNF28,protein_coding,19,52797408,52857600,-,173.428433317232,-11.2950707159392,3.08013890995301,1.4516421864433e-13,8.57712948078619e-13,gene_id "ENSG00000198538"; gene_version "11"; gene_name "ZNF28"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000132840,BHMT2,protein_coding,5,79069767,79090069,+,120.406106778346,11.266002460651,2.81328398185721,7.67761095650844e-18,5.8757631189258e-17,gene_id "ENSG00000132840"; gene_version "10"; gene_name "BHMT2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000132530,XAF1,protein_coding,17,6755447,6775647,+,157.006936146269,-11.246369735069,3.08006481742365,2.5063825871275e-13,1.45446233958657e-12,gene_id "ENSG00000132530"; gene_version "17"; gene_name "XAF1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000158315,RHBDL2,protein_coding,1,38885807,38941830,-,173.406135385756,-11.2422946803239,3.07093328087152,1.80190716344841e-13,1.05677132036365e-12,gene_id "ENSG00000158315"; gene_version "11"; gene_name "RHBDL2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000164114,MAP9,protein_coding,4,155342658,155376970,-,159.907571311832,-11.2418430938234,3.06661415276986,1.92095037495689e-13,1.12519585188571e-12,gene_id "ENSG00000164114"; gene_version "19"; gene_name "MAP9"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000242779,ZNF702P,transcribed_processed_pseudogene,19,52966896,53037898,-,165.188743501167,-11.2383449627575,3.07485275487412,2.05176863990508e-13,1.19827128373871e-12,gene_id "ENSG00000242779"; gene_version "7"; gene_name "ZNF702P"; gene_source "havana"; gene_biotype "transcribed_processed_pseudogene";
ENSG00000278318,ZNF229,protein_coding,19,44417519,44448578,-,156.415628704503,-11.2372361119996,3.07375896898094,1.95222987359072e-13,1.14238924036396e-12,gene_id "ENSG00000278318"; gene_version "5"; gene_name "ZNF229"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000153976,HS3ST3A1,protein_coding,17,13494032,13601929,-,94.114037633772,11.2349526718992,2.82537336469708,1.63998095004669e-17,1.22970054354276e-16,gene_id "ENSG00000153976"; gene_version "3"; gene_name "HS3ST3A1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000171051,FPR1,protein_coding,19,51745172,51804110,-,144.103160004633,-11.2324163252154,3.08637903649255,4.06178779281997e-13,2.32408736024876e-12,gene_id "ENSG00000171051"; gene_version "8"; gene_name "FPR1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000203747,FCGR3A,protein_coding,1,161541759,161550737,-,133.112876485428,-11.2162263911829,3.08371006607132,4.45929624113843e-13,2.5417238392473e-12,gene_id "ENSG00000203747"; gene_version "11"; gene_name "FCGR3A"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000127951,FGL2,protein_coding,7,77193369,77199848,-,136.696005414513,-11.1734760377161,3.08012753816084,6.74927952932168e-13,3.78365213922456e-12,gene_id "ENSG00000127951"; gene_version "7"; gene_name "FGL2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000164488,DACT2,protein_coding,6,168292830,168319777,-,154.864715147213,-11.1303218757772,3.06253569636126,3.31387844162257e-13,1.90811495508527e-12,gene_id "ENSG00000164488"; gene_version "12"; gene_name "DACT2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000139910,NOVA1,protein_coding,14,26443090,26598033,-,92.4839776124726,11.1271115273333,2.81279274634871,2.32045203169842e-17,1.72737479082835e-16,gene_id "ENSG00000139910"; gene_version "20"; gene_name "NOVA1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000054983,GALC,protein_coding,14,87837820,87993665,-,149.921149349161,-11.114608722579,3.06050028080472,3.51593694728436e-13,2.02102463836023e-12,gene_id "ENSG00000054983"; gene_version "17"; gene_name "GALC"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000196218,RYR1,protein_coding,19,38433699,38587564,+,155.730152745504,-11.069705889459,3.05953983973688,5.35413148547506e-13,3.02703066605511e-12,gene_id "ENSG00000196218"; gene_version "12"; gene_name "RYR1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000198947,DMD,protein_coding,X,31097677,33339441,-,139.554774999676,-11.0690803068624,3.05797331843077,4.96445668501115e-13,2.8174687532522e-12,gene_id "ENSG00000198947"; gene_version "15"; gene_name "DMD"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000121858,TNFSF10,protein_coding,3,172505508,172523475,-,129.69010030835,-11.0375836754131,3.05402216276534,5.45958911607962e-13,3.08444676193569e-12,gene_id "ENSG00000121858"; gene_version "11"; gene_name "TNFSF10"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000180921,FAM83H,protein_coding,8,143723933,143738234,-,747.649774605684,-11.0338469382757,1.3133632679515,3.8790525717609e-16,2.7026877157595e-15,gene_id "ENSG00000180921"; gene_version "7"; gene_name "FAM83H"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000198125,MB,protein_coding,22,35606764,35637951,-,145.098898981966,-11.0050560142409,3.04740770908144,5.80445876822873e-13,3.27616250847408e-12,gene_id "ENSG00000198125"; gene_version "13"; gene_name "MB"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000144596,GRIP2,protein_coding,3,14489107,14556075,-,148.623942086477,-10.9989425552516,3.04768945212759,5.99274798837848e-13,3.37841702021327e-12,gene_id "ENSG00000144596"; gene_version "13"; gene_name "GRIP2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000135269,TES,protein_coding,7,116210506,116258783,+,663.876800817277,-10.9987382437943,1.30831645918335,4.01476054888157e-16,2.79395762728357e-15,gene_id "ENSG00000135269"; gene_version "18"; gene_name "TES"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000186867,QRFPR,protein_coding,4,121328642,121381059,-,87.7520362342227,10.990700314345,2.80291693866437,6.42668937118395e-17,4.68845868398554e-16,gene_id "ENSG00000186867"; gene_version "11"; gene_name "QRFPR"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000197928,ZNF677,protein_coding,19,53235381,53254898,-,138.564242583,-10.9788472102096,3.04514668338379,6.60029542955566e-13,3.70419324900075e-12,gene_id "ENSG00000197928"; gene_version "10"; gene_name "ZNF677"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000158813,EDA,protein_coding,X,69616067,70039472,+,72.2640975763128,10.9675151182418,2.71841135741085,4.89138308586616e-17,3.59049621316892e-16,gene_id "ENSG00000158813"; gene_version "18"; gene_name "EDA"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000160593,JAML,protein_coding,11,118193725,118225094,-,113.97858324803,-10.9548659577727,3.05111357540677,1.11809003163457e-12,6.15689372655608e-12,gene_id "ENSG00000160593"; gene_version "19"; gene_name "JAML"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000196967,ZNF585A,protein_coding,19,37106734,37172741,-,138.171272074955,-10.9399705992999,3.04139965930326,8.26658610363316e-13,4.60231508497342e-12,gene_id "ENSG00000196967"; gene_version "10"; gene_name "ZNF585A"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000211772,TRBC2,TR_C_gene,7,142801041,142802748,+,129.908727307414,-10.9244059335378,3.03873562259871,8.13587567698192e-13,4.53273580998309e-12,gene_id "ENSG00000211772"; gene_version "11"; gene_name "TRBC2"; gene_source "havana"; gene_biotype "TR_C_gene";
ENSG00000162654,GBP4,protein_coding,1,89181144,89198942,-,124.231727387273,-10.9240550750926,3.03892517638096,8.29243954813067e-13,4.61562517632047e-12,gene_id "ENSG00000162654"; gene_version "9"; gene_name "GBP4"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000117009,KMO,protein_coding,1,241532134,241595642,+,140.099520120389,-10.923752164754,2.96802873137217,5.94317681214612e-13,3.35206479081259e-12,gene_id "ENSG00000117009"; gene_version "12"; gene_name "KMO"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000144712,CAND2,protein_coding,3,12796472,12871916,+,90.2781686672565,10.9187670587292,2.68097979858659,7.46175419912738e-17,5.42521227286033e-16,gene_id "ENSG00000144712"; gene_version "12"; gene_name "CAND2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
